Label, Tweets, Over 3000Mateusz30767410,2,False
CERT_Polska_en,1247,False
Dominik_Sabat,14,False
ThingsWork,1060,False
ztarap,142,False
BeataSzydlo,1675,False
rkasprzyk,78,False
